  97      a     396788
  98      b      67512
  99      c     139678
 100      d     212858
 101      e   99631587
 102      f     117395
 103      g      94117
 104      h     288058
 105      i     350461
 106      j       5146
 107      k      31434
 108      l     197714
 109      m     121586
 110      n     364646
 111      o     384519
 112      p      90861
 113      q       4457
 114      r     305786
 115      s     328284
 116      t     447415
 117      u     137757
 118      v      50675
 119      w      94856
 120      x       9465
 121      y      88347
 122      z       3662
